agent_id	identification_id	agent_role	agent_role_iri	agent_role_vocabulary	agent_role_order	agent_role_date
AVdP_specimen_identifier	AAV3FF_00220_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00221_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00222_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00223_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00224_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00227_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00228_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00229_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00230_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00231_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00232_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00233_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00234_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00235_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00236_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00237_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00238_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00239_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00240_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00241_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00009_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00010_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00011_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00012_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00013_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00014_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00015_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00244_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00247_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00248_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00249_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00250_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00251_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00252_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00253_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00016_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00254_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00255_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00256_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00257_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00258_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00259_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00260_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00261_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00262_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00263_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00264_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00265_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00266_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00267_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00268_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00017_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00269_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00270_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00271_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00272_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00273_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00274_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00275_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00276_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00277_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00278_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00279_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00018_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00281_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00282_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00283_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00284_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00285_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00286_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00287_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00288_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00289_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00290_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00291_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00292_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00293_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00294_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00295_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00296_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00297_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00298_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00299_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00300_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00301_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00302_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00303_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00304_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00305_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00306_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00307_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00308_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00309_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00310_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00311_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00312_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00313_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00314_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00315_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00019_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00020_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00021_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00022_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00023_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00316_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00024_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FP_00025_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00317_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00318_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00320_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00321_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00001_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00002_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00003_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00004_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00338_stomach_001_Tyhsanoessa macrura_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_002_Euphausiid_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_003_larval euphausiid_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_004_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_005_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_006_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_007_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00337_stomach_008_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00374_stomach_009_St wall_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00374_stomach_010_Mucus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00377_stomach_011_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00378_stomach_012_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00022_stomach_013_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00022_stomach_014_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00022_stomach_015_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00022_stomach_016_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00022_stomach_017_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00025_stomach_018_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00025_stomach_019_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00025_stomach_020_Mucus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_021_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_022_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_023_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_024_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_025_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_026_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_027_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_028_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_029_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00040_stomach_030_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_031_Furcilia_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_032_Calyptotis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_033_Facet eye_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_034_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_035_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_036_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_037_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_038_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_039_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_040_Harpacticoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00041_stomach_041_Mucus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_042_Amphipod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_043_Primno macropa_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_044_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_045_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_046_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_047_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_048_Nauplius_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_049_Calyptotis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_050_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_051_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_052_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_053_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_054_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00028_stomach_055_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_056_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_057_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_058_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_059_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_060_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_061_Scaphocalanus vervoorti_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_062_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_063_Scaphocalanus vervoorti_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_064_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_065_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_066_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_067_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_068_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_069_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_070_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_071_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_072_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_073_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00029_stomach_074_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_075_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_076_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_077_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_078_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_079_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_080_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_081_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_082_Aetidius armatus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00037_stomach_083_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_084_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_085_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_086_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_087_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_088_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_089_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_090_Mucus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_091_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_092_Scaphocalanus vervoorti_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00039_stomach_093_Amphipod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_094_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_095_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_096_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_097_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_098_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_099_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_100_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_101_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_102_other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_103_Crustecean_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_104_Other_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_105_Primno macropa_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_106_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_107_Euphausia superba_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_108_larval euphausiid_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_109_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_110_Undinella sp._ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_111_Mucus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00036_stomach_112_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_113_Primno macropa_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_114_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_115_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_116_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_117_Stephos longipes_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_118_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_119_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_120_Hyperiid_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_121_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_122_Primno macropa_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_123_Ctenocalanus vanus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_124_Ctenocalanus vanus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_125_Ctenocalanus vanus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_126_Oithona similis_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_127_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_128_Calanoid copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00024_stomach_129_Copepod_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00328_stomach_130_Paraeuchaeta antarctica_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00328_stomach_131_Cyllopus magellanicus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00331_stomach_132_Calanus propinquus_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00331_stomach_133_Hyperiella spp._ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00404_stomach_134_Thysanoessa macrura_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00405_stomach_135_/_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00248_stomach_136_Rhincalanus gigas_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00248_stomach_137_Siphonophora nectophore_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00248_stomach_138_Paraeuchaeta antarctica_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00249_stomach_139_Rhincalanus gigas_ID	specimen identifier			1	
AVdP_specimen_identifier	AAV3FF_00281_stomach_140_/_ID	specimen identifier			1	
